Frequency,Magnitude
10937.52,4007.465274
10938.87,4078.998246
10940.21,4045.668900
10941.56,4048.263669
10942.90,4117.023597
10944.25,4062.441385
10945.60,4116.850141
10946.94,4101.523492
10948.29,4050.144332
10949.63,4055.732096
10950.98,4002.521929
10952.33,4049.564676
10953.67,4066.068284
10955.02,4066.080821
10956.36,4077.850770
10957.71,4049.165846
10959.05,3973.031523
10960.40,4085.976208
10961.75,4035.178948
10963.09,3968.627584
10964.44,4094.669864
10965.78,4036.719741
10967.13,4101.505511
10968.48,4128.852965
10969.82,4061.005004
10971.17,4055.367980
10972.51,4070.093730
10973.86,4074.220880
10975.20,4128.951133
10976.55,4011.136813
10977.90,4109.337702
10979.24,4057.599793
10980.59,4102.336015
10981.93,4077.590329
10983.28,4091.647685
10984.63,4104.309748
10985.97,4096.466929
10987.32,4127.624795
10988.66,4070.647219
10990.01,4007.861086
10991.35,4074.292876
10992.70,4057.261905
10994.05,4006.537302
10995.39,4048.875908
10996.74,4131.136476
10998.08,4031.458993
10999.43,4044.455291
11000.78,4101.754646
11002.12,4098.209735
11003.47,4080.392873
11004.81,4031.215691
11006.16,3998.583611
11007.50,4075.493291
11008.85,4074.409420
11010.20,3998.094253
11011.54,4072.538982
11012.89,4068.539602
11014.23,4020.620577
11015.58,4098.596493
11016.93,4065.278554
11018.27,4080.019634
11019.62,4062.837450
11020.96,4066.630926
11022.31,4053.046856
11023.65,4054.394029
11025.00,4097.586851
11026.35,4042.239338
11027.69,4037.003706
11029.04,4112.360265
11030.38,4131.310011
11031.73,4110.529170
11033.07,4046.112012
11034.42,4124.232689
11035.77,4066.916664
11037.11,4021.889615
11038.46,4080.279365
11039.80,4060.014723
11041.15,3966.397981
11042.50,4066.107467
11043.84,4016.054869
11045.19,4011.329532
11046.53,4039.269383
11047.88,4074.492075
11049.22,4075.604370
11050.57,4025.787320
11051.92,4098.129119
11053.26,4033.270270
11054.61,4045.327781
11055.95,4099.138374
11057.30,4126.391531
11058.65,4037.674038
11059.99,4064.067023
11061.34,3941.313337
11062.68,4027.903504
11064.03,4038.298053
11065.37,4078.847481
11066.72,4032.645747
11068.07,4020.012909
11069.41,4066.272470
11070.76,4003.575663
11072.10,4049.922406
11073.45,4013.644689
11074.80,4074.716767
11076.14,4082.006634
11077.49,4102.626751
11078.83,4071.424167
11080.18,4040.640289
11081.52,3995.131692
11082.87,4018.267924
11084.22,4034.577888
11085.56,4044.378510
11086.91,4041.612746
11088.25,4079.481260
11089.60,4049.210939
11090.95,4046.847985
11092.29,4018.553283
11093.64,4077.678782
11094.98,4055.622973
11096.33,4031.942814
11097.67,4018.166093
11099.02,3998.283386
11100.37,4083.648661
11101.71,4072.650866
11103.06,4054.855336
11104.40,4001.841443
11105.75,4046.746175
11107.10,4085.151531
11108.44,3973.654621
11109.79,4027.812677
11111.13,4016.789789
11112.48,4107.868806
11113.82,4089.980435
11115.17,4103.564675
11116.52,4020.870453
11117.86,4069.831210
11119.21,4045.349694
11120.55,3990.099433
11121.90,3988.659256
11123.25,4047.557495
11124.59,4054.619738
11125.94,4072.261427
11127.28,4034.150874
11128.63,4089.234091
11129.97,4033.254596
11131.32,4052.395823
11132.67,4017.244827
11134.01,4027.974474
11135.36,4007.781293
11136.70,4014.034575
11138.05,4043.558409
11139.40,3985.864122
11140.74,4029.822214
11142.09,3995.189379
11143.43,4027.348233
11144.78,4053.103557
11146.12,4089.580385
11147.47,3998.857791
11148.82,4051.741406
11150.16,4054.444337
11151.51,3999.396436
11152.85,4008.796875
11154.20,4042.450780
11155.55,3987.879687
11156.89,4055.705789
11158.24,4045.449806
11159.58,4008.512403
11160.93,4012.830408
11162.27,4021.660835
11163.62,4039.768620
11164.97,4021.787327
11166.31,4051.461999
11167.66,4000.820289
11169.00,4078.983711
11170.35,4099.069633
11171.69,3964.329756
11173.04,4005.403246
11174.39,4023.597006
11175.73,4026.469945
11177.08,3980.243124
11178.42,4008.058666
11179.77,4067.318521
11181.12,4051.111032
11182.46,4020.204519
11183.81,4071.068009
11185.15,4065.805379
11186.50,4018.034732
11187.84,3975.112240
11189.19,3997.144344
11190.54,4015.009791
11191.88,3982.803894
11193.23,3952.893773
11194.57,4011.694719
11195.92,4026.692028
11197.27,3900.840004
11198.61,4047.529353
11199.96,4024.177339
11201.30,4002.978507
11202.65,4046.869229
11203.99,4055.775941
11205.34,4055.256386
11206.69,3975.914229
11208.03,3985.146372
11209.38,3943.971066
11210.72,4010.089596
11212.07,3997.425727
11213.42,4055.689165
11214.76,3990.162498
11216.11,3963.443125
11217.45,3957.696821
11218.80,4031.614036
11220.14,4018.498468
11221.49,4032.118577
11222.84,4048.222733
11224.18,4115.069783
11225.53,4030.258579
11226.87,3988.233381
11228.22,3889.518310
11229.57,3959.473413
11230.91,4069.381977
11232.26,4084.852340
11233.60,4018.343345
11234.95,4018.068325
11236.29,3993.888717
11237.64,4029.900371
11238.99,4006.278501
11240.33,4045.542534
11241.68,4001.831299
11243.02,3990.943088
11244.37,4051.336271
11245.72,4024.127658
11247.06,3981.169662
11248.41,3978.980719
11249.75,4049.096772
11251.10,4017.147538
11252.44,4062.726855
11253.79,4011.379990
11255.14,3999.881299
11256.48,3945.231551
11257.83,4013.874462
11259.17,4028.893510
11260.52,4004.039653
11261.87,3982.132913
11263.21,3982.562262
11264.56,3968.882452
11265.90,4065.252538
11267.25,3968.900600
11268.59,3998.132594
11269.94,4019.061739
11271.29,4031.641694
11272.63,3979.736896
11273.98,4035.573797
11275.32,4008.070787
11276.67,3990.484532
11278.02,3943.125612
11279.36,4077.568843
11280.71,4009.674869
11282.05,3998.931351
11283.40,3970.163905
11284.74,4049.297691
11286.09,3986.686975
11287.44,4025.045424
11288.78,4014.586500
11290.13,4012.401252
11291.47,3998.137600
11292.82,4014.909740
11294.17,3979.692860
11295.51,3886.180545
11296.86,3994.447890
11298.20,3976.220823
11299.55,3972.496919
11300.89,3986.265099
11302.24,3976.803609
11303.59,3947.746620
11304.93,3973.966920
11306.28,4006.870964
11307.62,3959.689919
11308.97,4032.004409
11310.31,3989.705158
11311.66,3928.128409
11313.01,3996.355139
11314.35,3989.689753
11315.70,3968.624435
11317.04,3995.828916
11318.39,3921.357204
11319.74,3844.566130
11321.08,3971.148343
11322.43,4097.891874
11323.77,4031.091373
11325.12,4017.732684
11326.46,3999.550945
11327.81,3987.599431
11329.16,3943.324711
11330.50,4085.177820
11331.85,4000.791001
11333.19,4049.656633
11334.54,4006.683371
11335.89,4002.237196
11337.23,4009.638155
11338.58,4001.415172
11339.92,3991.510552
11341.27,3978.795271
11342.61,4048.356504
11343.96,4026.864675
11345.31,4035.705888
11346.65,4073.746085
11348.00,4000.985632
11349.34,4026.151148
11350.69,3952.621591
11352.04,3956.501303
11353.38,3987.715918
11354.73,3980.744306
11356.07,3982.646011
11357.42,4002.996602
11358.76,3963.495079
11360.11,4011.820760
11361.46,3986.705600
11362.80,3992.287699
11364.15,3982.175945
11365.49,3959.119244
11366.84,3972.487214
11368.19,4066.565627
11369.53,3953.315878
11370.88,4074.420296
11372.22,4012.807884
11373.57,3971.963666
11374.91,4023.991142
11376.26,4035.135293
11377.61,3998.833849
11378.95,3985.236974
11380.30,4046.112400
11381.64,3954.024461
11382.99,3984.166844
11384.34,3984.397482
11385.68,3975.240701
11387.03,3983.780642
11388.37,4027.113120
11389.72,4004.232147
11391.06,3966.276837
11392.41,3969.200279
11393.76,4046.460077
11395.10,3995.714866
11396.45,3995.381200
11397.79,3986.210085
11399.14,3986.543511
11400.49,3972.299770
11401.83,4008.508678
11403.18,4029.491962
11404.52,3992.593508
11405.87,4056.115407
11407.21,3999.661842
11408.56,4027.399240
11409.91,4046.757929
11411.25,4009.123435
11412.60,3993.428378
11413.94,4033.477645
11415.29,3878.359524
11416.64,4003.512260
11417.98,3957.284812
11419.33,4030.283130
11420.67,3938.443152
11422.02,3995.276287
11423.36,3916.633321
11424.71,4020.947865
11426.06,3968.512102
11427.40,3952.274616
11428.75,4003.022687
11430.09,3982.554310
11431.44,4025.046246
11432.79,3953.341429
11434.13,3992.365244
11435.48,3953.586474
11436.82,3966.021404
11438.17,3982.680230
11439.51,3967.001240
11440.86,3930.144967
11442.21,3965.575983
11443.55,3918.319747
11444.90,3976.246615
11446.24,3945.790074
11447.59,3926.135352
11448.93,4088.930643
11450.28,4000.611720
11451.63,3927.227285
11452.97,4095.676558
11454.32,4012.847708
11455.66,4065.638819
11457.01,3970.970226
11458.36,3941.954032
11459.70,4004.425747
11461.05,3921.625708
11462.39,3984.243473
11463.74,4001.959331
11465.08,3944.411447
11466.43,3997.981747
11467.78,3937.223179
11469.12,4000.683638
11470.47,3954.949535
11471.81,3968.122946
11473.16,3981.828689
11474.51,3906.869821
11475.85,3982.047782
11477.20,3994.678790
11478.54,4040.045596
11479.89,3951.888946
11481.23,3984.186052
11482.58,3957.720334
11483.93,3989.632214
11485.27,3981.581137
11486.62,3934.198223
11487.96,3990.615726
11489.31,3967.849881
11490.66,3969.518681
11492.00,3941.467605
11493.35,3979.519664
11494.69,3911.615314
11496.04,4021.387474
11497.38,3942.245448
11498.73,3901.053079
11500.08,4027.487341
11501.42,3988.554366
11502.77,3964.318558
11504.11,4004.225140
11505.46,3928.710717
11506.81,3939.270425
11508.15,3982.619412
11509.50,3996.977026
11510.84,3928.674204
11512.19,3998.153895
11513.53,4014.225939
11514.88,3990.396895
11516.23,3963.591237
11517.57,3964.676718
11518.92,3973.604605
11520.26,3940.786571
11521.61,3984.938549
11522.96,3965.517342
11524.30,3952.078161
11525.65,4016.328038
11526.99,3982.170897
11528.34,3955.722348
11529.68,3970.143817
11531.03,3960.846566
11532.38,3945.106846
11533.72,3969.373428
11535.07,3930.440522
11536.41,3951.428524
11537.76,3977.313433
11539.11,3931.480905
11540.45,3922.083931
11541.80,3933.480597
11543.14,3972.082589
11544.49,3968.224483
11545.83,3989.686603
11547.18,3942.789708
11548.53,3929.874848
11549.87,3869.576727
11551.22,3973.858922
11552.56,3964.105739
11553.91,3924.692396
11555.26,3983.485972
11556.60,3996.857812
11557.95,3932.085373
11559.29,3952.572293
11560.64,3993.171260
11561.98,3952.986797
11563.33,4015.626341
11564.68,3932.836016
11566.02,3963.774991
11567.37,4020.433564
11568.71,3955.504684
11570.06,3981.463530
11571.41,3980.716789
11572.75,3908.768863
11574.10,3948.355690
11575.44,3976.243975
11576.79,3970.630064
11578.13,3968.673277
11579.48,3974.694136
11580.83,3982.030381
11582.17,3932.831077
11583.52,3957.795297
11584.86,3905.360892
11586.21,3936.830016
11587.55,3930.949195
11588.90,3893.415016
11590.25,3892.083302
11591.59,3949.459326
11592.94,3883.377296
11594.28,3924.507089
11595.63,3922.286060
11596.98,4048.317908
11598.32,3911.381073
11599.67,3909.961752
11601.01,3997.044851
11602.36,3952.481195
11603.70,3978.658594
11605.05,3890.873741
11606.40,3955.856612
11607.74,3962.232717
11609.09,4018.588584
11610.43,3946.190737
11611.78,3894.800772
11613.13,3929.522410
11614.47,3974.239273
11615.82,3914.879910
11617.16,3929.971584
11618.51,3930.635216
11619.85,3973.139112
11621.20,3951.299133
11622.55,3888.101061
11623.89,3977.956259
11625.24,3929.345623
11626.58,3905.209976
11627.93,3951.465420
11629.28,3945.101294
11630.62,3933.831722
11631.97,3976.824722
11633.31,3944.977232
11634.66,3942.984887
11636.00,3878.895596
11637.35,3890.821480
11638.70,3877.977907
11640.04,3900.058271
11641.39,3985.741045
11642.73,3935.861860
11644.08,3932.507334
11645.43,3973.069952
11646.77,3919.179357
11648.12,3991.492464
11649.46,3870.646679
11650.81,3893.756889
11652.15,3971.542421
11653.50,3965.564605
11654.85,3884.208168
11656.19,3933.046625
11657.54,3886.413138
11658.88,3917.461435
11660.23,3891.527409
11661.58,3915.190531
11662.92,3938.028558
11664.27,3987.497200
11665.61,3866.752774
11666.96,3964.864260
11668.30,3930.708856
11669.65,3928.360294
11671.00,3899.316889
11672.34,3930.362941
11673.69,3936.844049
11675.03,3946.796296
11676.38,3949.280062
11677.73,4005.795037
11679.07,3840.545249
11680.42,3892.781245
11681.76,3919.818828
11683.11,3852.683601
11684.45,3951.746205
11685.80,3993.858585
11687.15,3862.854505
11688.49,3904.539789
11689.84,3923.420516
11691.18,3873.651509
11692.53,3870.336285
11693.88,3872.790948
11695.22,3859.561402
11696.57,3914.551775
11697.91,3866.716477
11699.26,3957.627653
11700.60,3893.648421
11701.95,3919.971107
11703.30,3888.481236
11704.64,3910.250813
11705.99,3868.620460
11707.33,3883.860826
11708.68,3786.356551
11710.03,3935.107124
11711.37,3935.538916
11712.72,3886.638559
11714.06,3929.647227
11715.41,3908.395150
11716.75,3935.080353
11718.10,3905.578494
11719.45,3927.971194
11720.79,3942.034060
11722.14,3851.876454
11723.48,3901.132756
11724.83,3916.985172
11726.17,3861.668610
11727.52,3884.309167
11728.87,3859.231040
11730.21,3946.127073
11731.56,3863.600416
11732.90,3834.935750
11734.25,3953.796706
11735.60,3901.572749
11736.94,3926.895415
11738.29,3857.578921
11739.63,3920.733612
11740.98,3908.187426
11742.32,3874.514734
11743.67,3905.310827
11745.02,3887.870880
11746.36,3942.585344
11747.71,3856.822223
11749.05,3922.602905
11750.40,3860.053869
11751.75,3927.715702
11753.09,3886.356745
11754.44,3853.170994
11755.78,3906.957358
11757.13,3889.675315
11758.47,3891.295022
11759.82,3878.371345
11761.17,3853.543236
11762.51,3848.764318
11763.86,3911.000806
11765.20,3895.331780
11766.55,3872.149664
11767.90,3969.703212
11769.24,3859.921651
11770.59,3885.284401
11771.93,3821.828698
11773.28,3889.733642
11774.62,3875.517561
11775.97,3952.616267
11777.32,3850.452024
11778.66,3904.913750
11780.01,3911.082159
11781.35,3906.156868
11782.70,3889.411095
11784.05,3891.354137
11785.39,3911.797953
11786.74,3859.206513
11788.08,3909.569701
11789.43,3899.393099
11790.77,3840.015259
11792.12,3828.179757
11793.47,3941.546919
11794.81,3862.132518
11796.16,3868.900571
11797.50,3875.401807
11798.85,3853.922113
11800.20,3863.081989
11801.54,3928.789558
11802.89,3806.838009
11804.23,3884.798317
11805.58,3849.251313
11806.92,3818.850910
11808.27,3847.137299
11809.62,3831.581790
11810.96,3874.804302
11812.31,3864.975445
11813.65,3857.299779
11815.00,3910.925930
11816.35,3872.219986
11817.69,3877.187582
11819.04,3956.449137
11820.38,3832.632254
11821.73,3873.670382
11823.07,3943.473134
11824.42,3864.966439
11825.77,3840.981701
11827.11,3784.258600
11828.46,3917.056454
11829.80,3871.802759
11831.15,3791.342573
11832.50,3835.248686
11833.84,3852.142631
11835.19,3831.449948
11836.53,3851.733152
11837.88,3895.078666
11839.22,3855.352380
11840.57,3873.713364
11841.92,3893.556721
11843.26,3864.867986
11844.61,3875.220352
11845.95,3853.871536
11847.30,3864.865699
11848.65,3834.963998
11849.99,3865.337535
11851.34,3917.978558
11852.68,3881.215687
11854.03,3867.398578
11855.37,3838.806189
11856.72,3937.527900
11858.07,3867.922499
11859.41,3865.230179
11860.76,3856.520803
11862.10,3856.089432
11863.45,3870.091897
11864.79,3836.933660
11866.14,3848.029079
11867.49,3828.653948
11868.83,3860.119994
11870.18,3833.824109
11871.52,3835.225427
11872.87,3829.780874
11874.22,3810.617147
11875.56,3841.908306
11876.91,3825.355388
11878.25,3874.890970
11879.60,3878.790630
11880.94,3815.406876
11882.29,3836.222186
11883.64,3810.909002
11884.98,3845.270753
11886.33,3864.845842
11887.67,3818.125687
11889.02,3850.447759
11890.37,3830.295421
11891.71,3888.908910
11893.06,3813.604967
11894.40,3813.226555
11895.75,3788.417063
11897.09,3848.752619
11898.44,3834.967008
11899.79,3837.345151
11901.13,3891.579081
11902.48,3872.135597
11903.82,3862.733178
11905.17,3820.185709
11906.52,3868.987236
11907.86,3907.139144
11909.21,3763.867002
11910.55,3805.875996
11911.90,3774.193702
11913.24,3834.757722
11914.59,3827.354932
11915.94,3810.542053
11917.28,3816.094764
11918.63,3841.359068
11919.97,3822.418260
11921.32,3815.127137
11922.67,3850.700613
11924.01,3845.267726
11925.36,3856.884607
11926.70,3760.742653
11928.05,3840.588639
11929.39,3819.639019
11930.74,3917.965429
11932.09,3796.794703
11933.43,3865.781883
11934.78,3799.329390
11936.12,3828.374371
11937.47,3781.598014
11938.82,3838.519425
11940.16,3840.936582
11941.51,3803.182081
11942.85,3832.332380
11944.20,3813.912437
11945.54,3798.930797
11946.89,3710.433171
11948.24,3860.174006
11949.58,3848.387403
11950.93,3922.030388
11952.27,3850.773441
11953.62,3829.709697
11954.97,3825.618249
11956.31,3821.727725
11957.66,3796.984482
11959.00,3802.775438
11960.35,3783.166463
11961.69,3830.597743
11963.04,3826.681730
11964.39,3828.871421
11965.73,3809.510304
11967.08,3746.921961
11968.42,3867.940636
11969.77,3833.125280
11971.12,3836.478828
11972.46,3821.768907
11973.81,3790.700379
11975.15,3837.118059
11976.50,3774.716134
11977.84,3826.783370
11979.19,3784.292482
11980.54,3811.852156
11981.88,3833.279024
11983.23,3801.485707
11984.57,3822.224169
11985.92,3813.630598
11987.27,3827.087528
11988.61,3773.933666
11989.96,3766.063554
11991.30,3778.688863
11992.65,3824.957541
11993.99,3878.681524
11995.34,3803.597038
11996.69,3803.864814
11998.03,3831.599521
11999.38,3824.477475
12000.72,3770.713347
12002.07,3845.161130
12003.41,3818.731074
12004.76,3790.644848
12006.11,3769.318789
12007.45,3786.379888
12008.80,3793.417197
12010.14,3750.583753
12011.49,3707.691294
12012.84,3785.597732
12014.18,3687.970528
12015.53,3796.506615
12016.87,3830.072082
12018.22,3736.973807
12019.56,3848.789841
12020.91,3836.449711
12022.26,3782.936526
12023.60,3850.781808
12024.95,3803.510188
12026.29,3819.120300
12027.64,3769.675980
12028.99,3826.283755
12030.33,3853.479735
12031.68,3743.093776
12033.02,3871.164876
12034.37,3836.380922
12035.71,3770.410314
12037.06,3864.517998
12038.41,3831.408862
12039.75,3789.009086
12041.10,3751.814443
12042.44,3762.341288
12043.79,3782.059681
12045.14,3855.834486
12046.48,3803.999661
12047.83,3777.211116
12049.17,3810.922977
12050.52,3789.380104
12051.86,3797.457065
12053.21,3775.059834
12054.56,3745.577389
12055.90,3773.855040
12057.25,3808.279848
12058.59,3790.658971
12059.94,3807.992865
12061.29,3832.704762
12062.63,3814.262763
12063.98,3767.491271
12065.32,3888.769880
12066.67,3779.935395
12068.01,3772.063102
12069.36,3785.969118
12070.71,3751.370898
12072.05,3818.450651
12073.40,3795.699881
12074.74,3762.202124
12076.09,3782.134930
12077.44,3766.408173
12078.78,3764.979797
12080.13,3796.626169
12081.47,3815.212941
12082.82,3748.332748
12084.16,3828.155742
12085.51,3825.603293
12086.86,3763.938548
12088.20,3809.681158
12089.55,3770.509934
12090.89,3821.446118
12092.24,3774.895188
12093.59,3734.966380
12094.93,3734.387310
12096.28,3810.202567
12097.62,3775.499627
12098.97,3758.965395
12100.31,3840.575729
12101.66,3772.407121
12103.01,3764.197653
12104.35,3779.953862
12105.70,3748.777088
12107.04,3740.541436
12108.39,3803.909468
12109.74,3768.360869
12111.08,3753.417149
12112.43,3745.836938
12113.77,3722.816943
12115.12,3762.045193
12116.46,3716.212540
12117.81,3737.976550
12119.16,3776.164856
12120.50,3769.214362
12121.85,3752.291006
12123.19,3789.388590
12124.54,3800.719406
12125.89,3792.796260
12127.23,3720.813478
12128.58,3790.670122
12129.92,3753.725608
12131.27,3745.049258
12132.61,3760.542281
12133.96,3847.833965
12135.31,3722.341116
12136.65,3779.653466
12138.00,3791.865893
12139.34,3757.690834
12140.69,3752.996314
12142.03,3764.941394
12143.38,3748.605638
12144.73,3759.838728
12146.07,3755.476835
12147.42,3717.452215
12148.76,3741.922707
12150.11,3703.414157
12151.46,3798.097695
12152.80,3776.334326
12154.15,3758.838417
12155.49,3734.084429
12156.84,3745.501520
12158.18,3802.142064
12159.53,3719.519395
12160.88,3724.569089
12162.22,3766.499975
12163.57,3777.458835
12164.91,3757.623617
12166.26,3744.248560
12167.61,3775.324250
12168.95,3701.595114
12170.30,3750.408834
12171.64,3719.440585
12172.99,3714.837370
12174.33,3742.806826
12175.68,3771.408241
12177.03,3749.253104
12178.37,3740.486234
12179.72,3727.219667
12181.06,3690.503416
12182.41,3794.236686
12183.76,3751.024648
12185.10,3749.149868
12186.45,3761.466295
12187.79,3736.053353
12189.14,3717.203184
12190.48,3742.831944
12191.83,3715.320761
12193.18,3701.037207
12194.52,3820.828339
12195.87,3753.487632
12197.21,3770.908914
12198.56,3710.699770
12199.91,3740.003110
12201.25,3744.264303
12202.60,3743.656243
12203.94,3724.514420
12205.29,3729.084730
12206.63,3766.270342
12207.98,3764.279449
12209.33,3731.627649
12210.67,3762.578606
12212.02,3694.995849
12213.36,3708.605309
12214.71,3766.147901
12216.06,3790.115709
12217.40,3784.497886
12218.75,3675.974363
12220.09,3730.754634
12221.44,3779.412051
12222.78,3696.125750
12224.13,3739.602131
12225.48,3727.652026
12226.82,3714.481690
12228.17,3716.922391
12229.51,3729.417792
12230.86,3711.717736
12232.21,3857.003825
12233.55,3696.167530
12234.90,3702.999044
12236.24,3781.524503
12237.59,3705.667040
12238.93,3731.381300
12240.28,3628.779147
12241.63,3762.898108
12242.97,3744.132442
12244.32,3784.946877
12245.66,3672.394887
12247.01,3710.324843
12248.36,3635.485604
12249.70,3672.687772
12251.05,3789.648477
12252.39,3775.535403
12253.74,3754.714906
12255.08,3742.009768
12256.43,3765.685382
12257.78,3683.476670
12259.12,3770.119861
12260.47,3747.199405
12261.81,3767.211692
12263.16,3696.549008
12264.51,3762.209752
12265.85,3676.933743
12267.20,3777.557336
12268.54,3752.733320
12269.89,3663.408752
12271.23,3693.820583
12272.58,3718.739952
12273.93,3750.242225
12275.27,3710.391744
12276.62,3723.893597
12277.96,3682.635648
12279.31,3736.413879
12280.65,3728.534929
12282.00,3758.285372
12283.35,3743.362480
12284.69,3688.902014
12286.04,3733.775565
12287.38,3685.352831
12288.73,3731.066541
12290.08,3688.282829
12291.42,3678.452778
12292.77,3779.788260
12294.11,3706.799072
12295.46,3707.732710
12296.80,3745.348927
12298.15,3738.735305
12299.50,3758.767929
12300.84,3675.586014
12302.19,3721.409408
12303.53,3730.697454
12304.88,3684.220083
12306.23,3729.614215
12307.57,3627.709525
12308.92,3732.101680
12310.26,3731.135265
12311.61,3734.794034
12312.95,3732.109049
12314.30,3694.556838
12315.65,3724.542632
12316.99,3729.364734
12318.34,3569.270219
12319.68,3692.306060
12321.03,3670.632675
12322.38,3740.062092
12323.72,3697.419900
12325.07,3743.161934
12326.41,3754.721008
12327.76,3700.822299
12329.10,3721.820618
12330.45,3723.163910
12331.80,3711.581700
12333.14,3694.310243
12334.49,3726.170775
12335.83,3720.995246
12337.18,3723.735457
12338.53,3636.402062
12339.87,3718.276084
12341.22,3699.081231
12342.56,3703.449780
12343.91,3698.240390
12345.25,3711.006391
12346.60,3662.892832
12347.95,3755.812124
12349.29,3674.022977
12350.64,3691.051222
12351.98,3724.188213
12353.33,3716.076750
12354.68,3637.905222
12356.02,3717.004647
12357.37,3713.426323
12358.71,3725.905030
12360.06,3725.090226
12361.40,3666.961054
12362.75,3736.328819
12364.10,3618.665371
12365.44,3704.456341
12366.79,3680.079573
12368.13,3692.337855
12369.48,3680.939817
12370.83,3679.241007
12372.17,3699.483490
12373.52,3787.342685
12374.86,3683.303551
12376.21,3740.627608
12377.55,3686.981217
12378.90,3677.759589
12380.25,3681.695179
12381.59,3776.177387
12382.94,3684.659462
12384.28,3651.879905
12385.63,3798.748980
12386.98,3760.687480
12388.32,3752.726235
12389.67,3599.317236
12391.01,3734.668255
12392.36,3694.751638
12393.70,3715.520276
12395.05,3728.778730
12396.40,3701.820350
12397.74,3704.431587
12399.09,3688.543003
12400.43,3706.949959
12401.78,3791.426819
12403.12,3717.671461
12404.47,3696.243220
12405.82,3748.087372
12407.16,3765.619816
12408.51,3684.440221
12409.85,3685.863115
12411.20,3618.961550
12412.55,3724.447436
12413.89,3758.755917
12415.24,3674.271254
12416.58,3737.355732
12417.93,3701.638243
12419.27,3747.412915
12420.62,3731.345255
12421.97,3706.171814
12423.31,3654.273413
12424.66,3716.566901
12426.00,3670.533796
12427.35,3739.521226
12428.70,3670.055832
12430.04,3666.070863
12431.39,3662.323880
12432.73,3728.432444
12434.08,3721.433910
12435.42,3714.488567
12436.77,3593.338112
12438.12,3651.894820
12439.46,3684.014145
12440.81,3686.310525
12442.15,3681.342455
12443.50,3669.274911
12444.85,3658.077345
12446.19,3754.565513
12447.54,3674.297389
12448.88,3664.558676
12450.23,3707.656298
12451.57,3692.753028
12452.92,3631.695120
12454.27,3660.859185
12455.61,3725.475988
12456.96,3719.006270
12458.30,3697.705666
12459.65,3672.150094
12461.00,3670.551162
12462.34,3769.929548
12463.69,3669.161542
12465.03,3717.407090
12466.38,3705.748002
12467.72,3667.444748
12469.07,3641.903876
12470.42,3690.319793
12471.76,3703.264018
12473.11,3692.907975
12474.45,3737.040945
12475.80,3671.447481
12477.15,3679.207086
12478.49,3705.579068
12479.84,3683.382223
12481.18,3686.290808
12482.53,3658.457397
12483.87,3686.826272
12485.22,3659.061303
12486.57,3683.768641
12487.91,3711.788784
12489.26,3702.683000
12490.60,3648.150087
12491.95,3696.883071
12493.30,3674.940348
12494.64,3744.535628
12495.99,3626.791975
12497.33,3663.537894
12498.68,3674.121130
12500.02,3626.133528
12501.37,3707.845781
12502.72,3744.177565
12504.06,3647.490236
12505.41,3672.148117
12506.75,3661.746064
12508.10,3619.135950
12509.45,3647.936770
12510.79,3635.875628
12512.14,3698.607979
12513.48,3673.175224
12514.83,3674.394541
12516.17,3685.695967
12517.52,3590.593022
12518.87,3705.806252
12520.21,3698.889364
12521.56,3606.155201
12522.90,3638.851915
12524.25,3641.204151
12525.60,3559.323611
12526.94,3713.338083
12528.29,3674.917990
12529.63,3725.746984
12530.98,3706.960827
12532.32,3667.551433
12533.67,3729.149139
12535.02,3646.153892
12536.36,3646.796699
12537.71,3621.111010
12539.05,3717.182756
12540.40,3724.218056
12541.74,3716.968194
12543.09,3706.354516
12544.44,3723.168326
12545.78,3660.291655
12547.13,3669.802622
12548.47,3651.895181
12549.82,3672.304539
12551.17,3690.119539
12552.51,3726.219430
12553.86,3686.243772
12555.20,3674.011733
12556.55,3657.544649
12557.89,3672.174501
12559.24,3643.665463
12560.59,3625.067367
12561.93,3667.543080
12563.28,3731.042686
12564.62,3598.575951
12565.97,3674.786881
12567.32,3637.450006
12568.66,3619.918920
12570.01,3651.778570
12571.35,3651.047423
12572.70,3646.167179
12574.04,3684.901848
12575.39,3647.675504
12576.74,3787.166158
12578.08,3680.110603
12579.43,3672.829871
12580.77,3659.004866
12582.12,3664.604631
12583.47,3694.288079
12584.81,3662.228745
12586.16,3733.654794
12587.50,3694.378802
12588.85,3776.786392
12590.19,3671.953933
12591.54,3644.853802
12592.89,3735.358632
12594.23,3654.694343
12595.58,3632.188667
12596.92,3661.750539
12598.27,3670.334374
12599.62,3631.241568
12600.96,3685.513979
12602.31,3613.145017
12603.65,3708.400592
12605.00,3713.742149
12606.34,3640.009662
12607.69,3574.550531
12609.04,3645.269096
12610.38,3652.998865
12611.73,3591.005599
12613.07,3667.087785
12614.42,3649.229272
12615.77,3580.537784
12617.11,3636.077837
12618.46,3660.699809
12619.80,3640.501920
12621.15,3639.763330
12622.49,3651.831456
12623.84,3686.270272
12625.19,3640.083777
12626.53,3652.580656
12627.88,3650.304542
12629.22,3635.654428
12630.57,3632.940193
12631.92,3776.335679
12633.26,3638.057093
12634.61,3642.989973
12635.95,3671.041266
12637.30,3673.673154
12638.64,3655.494344
12639.99,3658.724509
12641.34,3666.462296
12642.68,3672.408092
12644.03,3640.926204
12645.37,3615.153451
12646.72,3701.411204
