Frequency,Magnitude
12648.07,3609.422522
12649.41,3704.369911
12650.76,3663.366794
12652.10,3633.720355
12653.45,3711.804244
12654.79,3652.526635
12656.14,3668.345459
12657.49,3661.997706
12658.83,3702.019717
12660.18,3650.926979
12661.52,3665.024089
12662.87,3709.703280
12664.22,3694.839688
12665.56,3706.614753
12666.91,3658.356720
12668.25,3681.085246
12669.60,3727.000055
12670.94,3633.059040
12672.29,3662.749134
12673.64,3584.555469
12674.98,3656.575688
12676.33,3686.701780
12677.67,3686.121394
12679.02,3655.059273
12680.36,3691.231178
12681.71,3668.214644
12683.06,3600.582671
12684.40,3609.652218
12685.75,3662.658003
12687.09,3630.157604
12688.44,3634.615771
12689.79,3633.441056
12691.13,3716.994564
12692.48,3711.265395
12693.82,3637.455525
12695.17,3637.715778
12696.51,3620.967504
12697.86,3649.650522
12699.21,3656.621910
12700.55,3672.138389
12701.90,3666.557821
12703.24,3690.735572
12704.59,3687.188315
12705.94,3640.548687
12707.28,3707.990874
12708.63,3733.134228
12709.97,3624.879099
12711.32,3631.975698
12712.66,3739.771678
12714.01,3631.239327
12715.36,3649.444166
12716.70,3614.033541
12718.05,3604.023301
12719.39,3624.901886
12720.74,3657.448590
12722.09,3620.624041
12723.43,3639.607234
12724.78,3613.295918
12726.12,3694.838867
12727.47,3697.571581
12728.81,3682.802153
12730.16,3653.760318
12731.51,3633.473234
12732.85,3680.340186
12734.20,3591.308937
12735.54,3661.321256
12736.89,3664.966385
12738.24,3629.408257
12739.58,3654.533294
12740.93,3674.350613
12742.27,3647.065850
12743.62,3706.265043
12744.96,3620.813399
12746.31,3647.401947
12747.66,3635.456978
12749.00,3676.060284
12750.35,3626.191680
12751.69,3601.972492
12753.04,3664.362841
12754.39,3673.166800
12755.73,3581.275972
12757.08,3682.680061
12758.42,3664.043878
12759.77,3669.399018
12761.11,3651.485206
12762.46,3669.948717
12763.81,3635.659275
12765.15,3670.156106
12766.50,3627.780384
12767.84,3644.851803
12769.19,3658.006577
12770.54,3680.708928
12771.88,3720.109688
12773.23,3618.016595
12774.57,3647.329775
12775.92,3658.936693
12777.26,3639.933523
12778.61,3621.793656
12779.96,3655.825500
12781.30,3663.602851
12782.65,3622.106564
12783.99,3606.415302
12785.34,3643.935865
12786.69,3658.547100
12788.03,3629.234802
12789.38,3642.285785
12790.72,3732.325691
12792.07,3669.246473
12793.41,3644.946400
12794.76,3676.682821
12796.11,3660.800348
12797.45,3652.044431
12798.80,3682.938423
12800.14,3631.225796
12801.49,3620.655593
12802.84,3639.424153
12804.18,3662.783655
12805.53,3664.298540
12806.87,3638.661045
12808.22,3632.146923
12809.56,3635.243151
12810.91,3638.248870
12812.26,3628.878909
12813.60,3630.323475
12814.95,3640.408449
12816.29,3659.560608
12817.64,3657.352443
12818.98,3698.680968
12820.33,3659.734682
12821.68,3640.277556
12823.02,3677.131986
12824.37,3665.311445
12825.71,3582.154171
12827.06,3608.043379
12828.41,3610.660926
12829.75,3655.368812
12831.10,3587.406311
12832.44,3659.009169
12833.79,3671.325863
12835.13,3684.522272
12836.48,3616.486606
12837.83,3682.392192
12839.17,3621.654099
12840.52,3660.479519
12841.86,3682.519363
12843.21,3706.079282
12844.56,3572.103301
12845.90,3701.026950
12847.25,3654.876234
12848.59,3681.658440
12849.94,3606.773120
12851.28,3643.611017
12852.63,3634.623090
12853.98,3636.474067
12855.32,3642.538311
12856.67,3685.818683
12858.01,3573.613194
12859.36,3638.659773
12860.71,3652.786274
12862.05,3598.487440
12863.40,3643.723684
12864.74,3629.812902
12866.09,3697.402373
12867.43,3613.947321
12868.78,3656.203757
12870.13,3602.073962
12871.47,3639.077249
12872.82,3671.934044
12874.16,3603.597558
12875.51,3623.795724
12876.86,3612.401852
12878.20,3631.172051
12879.55,3673.624278
12880.89,3618.101547
12882.24,3694.406873
12883.58,3607.811432
12884.93,3648.580351
12886.28,3677.887928
12887.62,3628.310995
12888.97,3594.573069
12890.31,3589.054669
12891.66,3680.704564
12893.01,3641.158028
12894.35,3622.867074
12895.70,3632.750118
12897.04,3662.521056
12898.39,3646.472681
12899.73,3602.152817
12901.08,3676.769073
12902.43,3643.660126
12903.77,3627.011458
12905.12,3602.323461
12906.46,3628.630094
12907.81,3662.957251
12909.16,3626.517229
12910.50,3609.359189
12911.85,3621.281616
12913.19,3629.370953
12914.54,3588.778518
12915.88,3617.122804
12917.23,3625.284921
12918.58,3597.994674
12919.92,3619.979781
12921.27,3668.327311
12922.61,3608.095612
12923.96,3614.325295
12925.31,3587.770542
12926.65,3645.734095
12928.00,3601.417800
12929.34,3586.393687
12930.69,3481.958706
12932.03,3623.027878
12933.38,3602.733803
12934.73,3566.815798
12936.07,3639.055458
12937.42,3624.669752
12938.76,3622.607879
12940.11,3592.433935
12941.46,3608.173102
12942.80,3638.676384
12944.15,3636.025372
12945.49,3608.894098
12946.84,3643.653978
12948.18,3625.278382
12949.53,3629.979271
12950.88,3570.539993
12952.22,3632.042060
12953.57,3653.154488
12954.91,3672.948328
12956.26,3537.357034
12957.60,3609.142248
12958.95,3605.038087
12960.30,3651.182122
12961.64,3587.572902
12962.99,3578.652782
12964.33,3658.867349
12965.68,3665.268459
12967.03,3611.522242
12968.37,3664.516446
12969.72,3606.444018
12971.06,3601.442182
12972.41,3696.781846
12973.75,3721.060549
12975.10,3651.117834
12976.45,3586.007572
12977.79,3571.679215
12979.14,3586.635688
12980.48,3616.152734
12981.83,3603.357860
12983.18,3626.270101
12984.52,3612.288569
12985.87,3615.567216
12987.21,3591.626539
12988.56,3543.928494
12989.90,3519.364613
12991.25,3603.249995
12992.60,3612.531820
12993.94,3615.149202
12995.29,3621.335700
12996.63,3600.592402
12997.98,3547.369784
12999.33,3708.325117
13000.67,3588.980587
13002.02,3538.174228
13003.36,3666.793135
13004.71,3651.735735
13006.05,3684.971005
13007.40,3562.129186
13008.75,3602.444057
13010.09,3587.910335
13011.44,3602.617752
13012.78,3649.426337
13014.13,3648.022985
13015.48,3563.800570
13016.82,3625.454114
13018.17,3630.174051
13019.51,3618.769486
13020.86,3603.594368
13022.20,3609.268793
13023.55,3572.398360
13024.90,3631.381869
13026.24,3545.989026
13027.59,3609.895639
13028.93,3629.905678
13030.28,3585.876032
13031.63,3603.819221
13032.97,3630.424986
13034.32,3604.559308
13035.66,3604.263131
13037.01,3502.024704
13038.35,3665.497771
13039.70,3604.527229
13041.05,3676.190524
13042.39,3629.479445
13043.74,3617.225995
13045.08,3714.273778
13046.43,3561.417143
13047.78,3584.738976
13049.12,3593.444742
13050.47,3610.181326
13051.81,3601.707415
13053.16,3599.376210
13054.50,3611.728797
13055.85,3582.893724
13057.20,3530.393427
13058.54,3588.773379
13059.89,3598.192393
13061.23,3631.162937
13062.58,3599.190528
13063.93,3604.157601
13065.27,3653.049427
13066.62,3562.074198
13067.96,3610.387038
13069.31,3580.068748
13070.65,3565.377056
13072.00,3575.968708
13073.35,3553.464693
13074.69,3622.899494
13076.04,3569.460962
13077.38,3621.631693
13078.73,3625.934631
13080.08,3521.039508
13081.42,3603.853872
13082.77,3596.989960
13084.11,3547.845380
13085.46,3575.663970
13086.80,3594.401685
13088.15,3508.536940
13089.50,3595.854312
13090.84,3587.550042
13092.19,3581.877194
13093.53,3600.600307
13094.88,3589.551435
13096.22,3611.113318
13097.57,3610.126536
13098.92,3587.857463
13100.26,3540.451937
13101.61,3634.116495
13102.95,3586.081029
13104.30,3637.672911
13105.65,3576.321602
13106.99,3581.814855
13108.34,3641.493017
13109.68,3619.928853
13111.03,3591.784489
13112.37,3606.151772
13113.72,3539.934228
13115.07,3625.536301
13116.41,3616.532245
13117.76,3609.518051
13119.10,3532.429004
13120.45,3529.083230
13121.80,3575.519271
13123.14,3608.103727
13124.49,3609.183780
13125.83,3605.256578
13127.18,3605.626035
13128.52,3613.442008
13129.87,3657.319251
13131.22,3495.277823
13132.56,3568.063287
13133.91,3537.317961
13135.25,3648.761768
13136.60,3592.564413
13137.95,3591.022212
13139.29,3606.673044
13140.64,3595.736721
13141.98,3585.423289
13143.33,3632.730057
13144.67,3582.651898
13146.02,3608.827493
13147.37,3507.880507
13148.71,3568.516888
13150.06,3569.658859
13151.40,3515.755016
13152.75,3522.297888
13154.10,3584.157173
13155.44,3486.374015
13156.79,3526.393150
13158.13,3564.725556
13159.48,3562.236299
13160.82,3551.352793
13162.17,3581.308183
13163.52,3602.487627
13164.86,3546.391200
13166.21,3627.633192
13167.55,3593.124742
13168.90,3599.909939
13170.25,3579.474980
13171.59,3600.306372
13172.94,3566.166876
13174.28,3588.974512
13175.63,3557.547844
13176.97,3551.187559
13178.32,3584.697431
13179.67,3566.964057
13181.01,3576.698033
13182.36,3569.643836
13183.70,3577.160712
13185.05,3560.950406
13186.40,3630.704756
13187.74,3578.792169
13189.09,3570.849434
13190.43,3580.178531
13191.78,3561.682713
13193.12,3551.396929
13194.47,3583.627387
13195.82,3617.451514
13197.16,3604.352074
13198.51,3635.315157
13199.85,3525.210958
13201.20,3526.516395
13202.55,3633.947187
13203.89,3576.938995
13205.24,3587.126975
13206.58,3479.496924
13207.93,3544.205358
13209.27,3593.702240
13210.62,3528.234254
13211.97,3657.714025
13213.31,3557.756840
13214.66,3596.894665
13216.00,3664.430596
13217.35,3503.360277
13218.70,3557.042160
13220.04,3544.492025
13221.39,3550.045592
13222.73,3549.354374
13224.08,3564.407938
13225.42,3570.558164
13226.77,3608.308046
13228.12,3616.491278
13229.46,3522.140252
13230.81,3540.608595
13232.15,3569.036448
13233.50,3576.656388
13234.84,3575.187774
13236.19,3545.056902
13237.54,3570.705724
13238.88,3587.838236
13240.23,3618.966604
13241.57,3548.132844
13242.92,3547.416428
13244.27,3581.339924
13245.61,3516.274908
13246.96,3586.308087
13248.30,3570.118757
13249.65,3549.309531
13250.99,3565.354995
13252.34,3527.991646
13253.69,3576.059033
13255.03,3609.169068
13256.38,3616.370195
13257.72,3488.335373
13259.07,3520.347412
13260.42,3522.945754
13261.76,3522.065786
13263.11,3581.774358
13264.45,3515.306554
13265.80,3571.230919
13267.14,3582.911914
13268.49,3511.419972
13269.84,3594.639330
13271.18,3512.455368
13272.53,3548.335596
13273.87,3527.952583
13275.22,3598.097944
13276.57,3518.711939
13277.91,3529.417856
13279.26,3531.194580
13280.60,3522.415460
13281.95,3566.632752
13283.29,3642.930996
13284.64,3523.320257
13285.99,3486.342590
13287.33,3536.733502
13288.68,3586.184367
13290.02,3534.164016
13291.37,3506.398221
13292.72,3576.018377
13294.06,3565.428842
13295.41,3564.748241
13296.75,3520.703871
13298.10,3543.373142
13299.44,3537.541116
13300.79,3563.516533
13302.14,3534.521073
13303.48,3516.965128
13304.83,3575.365946
13306.17,3479.249221
13307.52,3563.437862
13308.87,3548.063622
13310.21,3460.111910
13311.56,3498.079980
13312.90,3580.596468
13314.25,3552.152684
13315.59,3539.763065
13316.94,3578.312106
13318.29,3470.547782
13319.63,3550.599451
13320.98,3550.632593
13322.32,3584.227802
13323.67,3535.662818
13325.02,3580.322241
13326.36,3543.441346
13327.71,3564.600356
13329.05,3546.475786
13330.40,3552.152301
13331.74,3543.236802
13333.09,3542.010077
13334.44,3480.915248
13335.78,3527.997230
13337.13,3532.800134
13338.47,3515.660733
13339.82,3572.291675
13341.17,3543.268825
13342.51,3567.051693
13343.86,3529.037316
13345.20,3525.206502
13346.55,3588.729801
13347.89,3542.397037
13349.24,3525.148924
13350.59,3557.192707
13351.93,3551.548958
13353.28,3492.597018
13354.62,3521.589070
13355.97,3522.038533
13357.32,3522.161827
13358.66,3545.109898
13360.01,3485.171611
13361.35,3575.909143
13362.70,3598.215536
13364.04,3510.915135
13365.39,3445.071539
13366.74,3523.198445
13368.08,3546.044384
13369.43,3414.715309
13370.77,3517.479165
13372.12,3552.665837
13373.46,3504.343223
13374.81,3522.005870
13376.16,3516.603222
13377.50,3497.880859
13378.85,3498.265284
13380.19,3498.254243
13381.54,3595.330565
13382.89,3501.604838
13384.23,3501.463728
13385.58,3533.216536
13386.92,3519.171154
13388.27,3517.575003
13389.61,3527.275884
13390.96,3534.879295
13392.31,3514.571076
13393.65,3575.242783
13395.00,3509.806461
13396.34,3523.681227
13397.69,3486.594121
13399.04,3494.085750
13400.38,3538.257967
13401.73,3587.869356
13403.07,3541.766019
13404.42,3532.810304
13405.76,3538.962523
13407.11,3450.013904
13408.46,3570.753301
13409.80,3556.071357
13411.15,3541.496993
13412.49,3507.244761
13413.84,3518.763106
13415.19,3541.571159
13416.53,3580.628592
13417.88,3542.497453
13419.22,3526.458647
13420.57,3480.297801
13421.91,3485.457323
13423.26,3462.081464
13424.61,3547.238131
13425.95,3492.491361
13427.30,3486.163140
13428.64,3448.182704
13429.99,3474.378428
13431.34,3460.095714
13432.68,3509.462703
13434.03,3468.512628
13435.37,3466.550133
13436.72,3497.365797
13438.06,3560.507463
13439.41,3522.571327
13440.76,3465.893738
13442.10,3485.867466
13443.45,3505.609753
13444.79,3402.889464
13446.14,3500.713141
13447.49,3516.952252
13448.83,3529.053782
13450.18,3494.351802
13451.52,3517.680644
13452.87,3565.848961
13454.21,3453.423596
13455.56,3507.810568
13456.91,3518.054266
13458.25,3587.537330
13459.60,3505.976761
13460.94,3495.129852
13462.29,3519.931057
13463.64,3539.861788
13464.98,3516.280213
13466.33,3526.615657
13467.67,3503.168763
13469.02,3483.849646
13470.36,3534.230129
13471.71,3467.961704
13473.06,3505.278088
13474.40,3444.796724
13475.75,3517.924389
13477.09,3555.855523
13478.44,3571.122913
13479.79,3413.832097
13481.13,3479.123406
13482.48,3521.209094
13483.82,3479.255769
13485.17,3434.226999
13486.51,3470.998968
13487.86,3537.672399
13489.21,3519.501257
13490.55,3477.074077
13491.90,3528.985923
13493.24,3440.811104
13494.59,3506.640186
13495.94,3457.141353
13497.28,3368.509225
13498.63,3477.111660
13499.97,3485.949947
13501.32,3530.930508
13502.66,3460.206888
13504.01,3488.324407
13505.36,3510.817949
13506.70,3444.120846
13508.05,3427.544298
13509.39,3391.853120
13510.74,3482.938897
13512.08,3484.317133
13513.43,3460.533727
13514.78,3457.454652
13516.12,3438.182176
13517.47,3428.407667
13518.81,3497.156681
13520.16,3464.511479
13521.51,3477.555824
13522.85,3427.538220
13524.20,3463.877333
13525.54,3388.016142
13526.89,3527.972630
13528.23,3566.241931
13529.58,3516.795697
13530.93,3438.502101
13532.27,3508.110129
13533.62,3468.737948
13534.96,3529.624144
13536.31,3519.749202
13537.66,3534.299934
13539.00,3434.495661
13540.35,3441.917564
13541.69,3488.766893
13543.04,3451.599426
13544.38,3499.977410
13545.73,3480.660966
13547.08,3447.690003
13548.42,3448.792763
13549.77,3469.059987
13551.11,3441.248078
13552.46,3465.015051
13553.81,3474.891301
13555.15,3455.352660
13556.50,3542.585363
13557.84,3452.141228
13559.19,3457.733206
13560.53,3419.789294
13561.88,3502.222408
13563.23,3490.394994
13564.57,3549.223631
13565.92,3474.336246
13567.26,3478.041007
13568.61,3522.698293
13569.96,3440.343358
13571.30,3469.511470
13572.65,3469.136313
13573.99,3479.975058
13575.34,3437.861702
13576.68,3417.050100
13578.03,3483.452423
13579.38,3475.476205
13580.72,3461.118095
13582.07,3474.684711
13583.41,3489.485384
13584.76,3513.379452
13586.11,3453.276273
13587.45,3499.819570
13588.80,3491.073397
13590.14,3473.313386
13591.49,3453.605449
13592.83,3418.218538
13594.18,3480.541885
13595.53,3461.104270
13596.87,3477.151179
13598.22,3475.430657
13599.56,3415.613887
13600.91,3423.975578
13602.26,3452.545286
13603.60,3464.184990
13604.95,3456.629243
13606.29,3442.824318
13607.64,3481.325433
13608.98,3491.481285
13610.33,3450.460409
13611.68,3464.893416
13613.02,3457.910521
13614.37,3467.574562
13615.71,3467.879326
13617.06,3512.770294
13618.41,3475.457298
13619.75,3409.942003
13621.10,3441.378962
13622.44,3458.243506
13623.79,3396.774819
13625.13,3474.535933
13626.48,3469.594623
13627.83,3497.936584
13629.17,3443.128566
13630.52,3455.404744
13631.86,3429.679337
13633.21,3451.893691
13634.56,3457.421097
13635.90,3416.561101
13637.25,3385.232419
13638.59,3523.768555
13639.94,3483.483275
13641.28,3464.404642
13642.63,3440.408523
13643.98,3469.058140
13645.32,3445.130784
13646.67,3482.647869
13648.01,3473.050524
13649.36,3513.013282
13650.70,3479.587024
13652.05,3456.322692
13653.40,3492.607590
13654.74,3422.509895
13656.09,3448.769937
13657.43,3474.954833
13658.78,3406.297839
13660.13,3442.269902
13661.47,3424.835393
13662.82,3444.600128
13664.16,3447.991556
13665.51,3436.401572
13666.85,3492.035303
13668.20,3464.387845
13669.55,3434.513005
13670.89,3458.268314
13672.24,3458.200363
13673.58,3482.904578
13674.93,3393.279962
13676.28,3443.944949
13677.62,3443.457986
13678.97,3412.107980
13680.31,3447.207728
13681.66,3392.929639
13683.00,3409.334708
13684.35,3493.449399
13685.70,3427.520574
13687.04,3343.703226
13688.39,3440.824611
13689.73,3444.514312
13691.08,3400.273388
13692.43,3410.747790
13693.77,3455.645828
13695.12,3467.150128
13696.46,3414.111706
13697.81,3494.200830
13699.15,3458.086890
13700.50,3406.048289
13701.85,3488.223704
13703.19,3491.174274
13704.54,3504.869101
13705.88,3375.864318
13707.23,3481.071588
13708.58,3465.252557
13709.92,3394.077216
13711.27,3395.841395
13712.61,3399.885054
13713.96,3457.858640
13715.30,3480.531975
13716.65,3436.694508
13718.00,3440.987775
13719.34,3405.809070
13720.69,3450.676883
13722.03,3479.219035
13723.38,3423.090195
13724.73,3470.390041
13726.07,3405.543311
13727.42,3363.081940
13728.76,3441.519976
13730.11,3427.115846
13731.45,3442.066920
13732.80,3419.362335
13734.15,3450.711325
13735.49,3465.076576
13736.84,3418.787198
13738.18,3443.776248
13739.53,3398.845994
13740.88,3394.150728
13742.22,3410.821863
13743.57,3515.398326
13744.91,3375.185170
13746.26,3385.966593
13747.60,3425.655889
13748.95,3442.564372
13750.30,3414.177984
13751.64,3419.625232
13752.99,3413.439996
13754.33,3431.976325
13755.68,3388.008088
13757.03,3422.177684
13758.37,3423.296970
13759.72,3379.480770
13761.06,3453.685717
13762.41,3447.813597
13763.75,3475.752438
13765.10,3399.792738
13766.45,3393.565376
13767.79,3432.288023
13769.14,3430.351704
13770.48,3448.494781
13771.83,3416.092777
13773.18,3402.976587
13774.52,3437.538618
13775.87,3395.710307
13777.21,3501.769757
13778.56,3409.269377
13779.90,3409.332245
13781.25,3491.178608
13782.60,3459.128413
13783.94,3448.825213
13785.29,3403.363954
13786.63,3375.290666
13787.98,3454.127785
13789.32,3469.552497
13790.67,3492.462994
13792.02,3436.922234
13793.36,3441.954365
13794.71,3389.659005
13796.05,3412.196253
13797.40,3460.218261
13798.75,3481.632099
13800.09,3409.703405
13801.44,3420.025096
13802.78,3423.510802
13804.13,3432.156873
13805.47,3441.991074
13806.82,3497.701017
13808.17,3391.940218
13809.51,3408.034268
13810.86,3527.198417
13812.20,3393.462018
13813.55,3414.705831
13814.90,3390.315808
13816.24,3448.976178
13817.59,3374.245624
13818.93,3444.106232
13820.28,3387.106688
